time_s,O2_nmol_per_ml,event
210.0,170.74653255527335,start
211.11111111111111,170.68080402728629,
212.22222222222223,170.8723126703256,
213.33333333333334,170.736635718006,
214.44444444444446,170.57452500602304,
215.55555555555554,170.79669804492138,
216.66666666666666,171.02997724782207,
217.77777777777777,170.93824082612826,
218.88888888888889,170.52283798842635,
220.0,170.37951460525952,
221.11111111111111,170.53692829740606,
222.22222222222223,170.69969570071933,
223.33333333333334,170.1043386025974,
224.44444444444446,170.62343744279227,
225.55555555555554,170.25808956130112,
226.66666666666666,170.21928563254255,
227.77777777777777,170.08855607958554,
228.88888888888889,169.96602474274755,
230.0,169.96818534786328,
231.11111111111111,169.94603337716248,
232.22222222222223,169.47339033452576,
233.33333333333334,169.66725742390742,
234.44444444444446,168.97946017527713,
235.55555555555554,169.05375362769695,
236.66666666666666,169.01186092063944,
237.77777777777777,168.62961368074812,
238.88888888888889,168.2403530435749,
240.0,168.01591377973205,
241.11111111111111,167.9520309274227,
242.22222222222223,167.94162841423864,
243.33333333333334,167.45429233849882,
244.44444444444446,167.47452024330957,
245.55555555555554,167.30712514211126,
246.66666666666669,167.30226004792348,
247.77777777777777,167.0408306897823,
248.88888888888889,166.89612634375493,
250.0,166.4639432745945,
251.11111111111111,166.41511427873286,
252.22222222222223,166.46362881397172,
253.33333333333334,166.46110999049566,
254.44444444444446,165.59310307667283,
255.55555555555554,166.10646766094888,
256.6666666666667,165.8845728330227,
257.77777777777777,165.56354908731186,
258.8888888888889,165.25445240498408,
260.0,164.92997505419692,
261.1111111111111,165.19307818937637,
262.22222222222223,165.1387548594257,
263.3333333333333,164.91921626021028,
264.44444444444446,164.61770074701153,
265.55555555555554,164.19838717227483,
266.6666666666667,163.62707967606383,
267.77777777777777,163.74816306585052,
268.8888888888889,163.73351259827538,
270.0,163.06742076449592,
271.1111111111111,163.3084089119558,
272.22222222222223,163.13721158764173,
273.3333333333333,163.02387361249612,
274.44444444444446,162.37395070782807,
275.55555555555554,162.32467182504672,
