dataset,diagnostic_level,parameter,map_value,profile_min_value,ci_low,ci_high,profile_verdict,interpretability_flag,map_inside_ci,n_optimizer_failures,fim_condition_raw,caveat
dataset_I,publication,k_supply,0.02803952665256306,0.0062564640724725624,,0.00775161256915193,one-sided,one-sided,False,1,6776620346870217.0,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_I,publication,c_tot,178.40212183057739,799.5428395332183,538.0963695612068,,one-sided,one-sided,False,6,6776620346870217.0,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_I,publication,V_max,0.25898939483672684,0.6102873863750468,0.4925737803168352,0.7561317894933756,identifiable,interpretable,False,7,6776620346870217.0,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_I,publication,K_o,0.17013005777132983,0.7624700204497524,,,non-identifiable,flat,,4,6776620346870217.0,Profile likelihood is flat or unbounded over the explored range; OCR-only data do not support direct interpretation.
dataset_I,publication,K_r,3.3940678210675985,15.211156657664786,8.48871121710804,,one-sided,one-sided,False,3,6776620346870217.0,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_I,publication,gamma_oligo,0.43989575589497376,0.4364828259034929,0.36979462338608,0.5151974778978641,identifiable,interpretable,True,5,6776620346870217.0,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_I,publication,tau_kappa,8.214419413249168,5.351193640731845,1.832884719204658,10.177473415405299,identifiable,interpretable,True,5,6776620346870217.0,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_I,publication,r0,40.09644307539652,8.946725764795627,,13.73378777548829,one-sided,one-sided,False,2,6776620346870217.0,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_I,publication,alpha_1,0.34158693240103494,,,,not_profiled,weak,,,6776620346870217.0,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_II,publication,k_supply,0.0023328255696942264,0.0010000000000000002,,0.0011825209848601327,one-sided,one-sided,False,9,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,c_tot,548.8908336504666,548.8342628011878,301.21904802452366,,one-sided,one-sided,True,6,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,V_max,0.21384058860503946,0.9583670287458639,0.7735150370456109,,one-sided,one-sided,False,10,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,K_o,1.3676192469377058,1.6944482413029802,0.890920593286431,,one-sided,one-sided,True,7,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,K_r,13.658647885341148,39.87706861168492,32.18548977504247,61.21381294332955,identifiable,interpretable,False,7,3.0516272501526532e+16,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_II,publication,gamma_oligo,0.41964512089432926,0.5083067118879584,0.42919762038440207,0.6019970779869168,identifiable,interpretable,False,2,3.0516272501526532e+16,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_II,publication,tau_kappa,2.246823905642861,8.127325536960031,4.273250437943404,,one-sided,one-sided,False,8,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,r0,3.685300290157584,1.0,,3.3263152110074903,one-sided,one-sided,False,3,3.0516272501526532e+16,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
dataset_II,publication,alpha_1,0.4399046763990635,,,,not_profiled,weak,,,3.0516272501526532e+16,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_II,publication,alpha_2,0.006799757612942978,,,,not_profiled,weak,,,3.0516272501526532e+16,Only local FIM information is available for this parameter in this run. Treat as weak until profile likelihood is run.
dataset_III,publication-dim12-reduced,k_supply,0.001706617437018972,0.0018410830108865426,0.0015021578798403979,0.002256478295966599,identifiable,interpretable,True,6,1.2244000788159822e+39,Profile likelihood is bounded on both sides. Interpret only within the OCR-only model scope.
dataset_III,publication-dim12-reduced,c_tot,713.3340772624639,191.2784852143137,,229.86931357494052,one-sided,one-sided,False,7,1.2244000788159822e+39,Profile likelihood constrains the parameter from only one side; avoid using it as a standalone biological endpoint.
