time_s,oxygen_nmol_ml,chamber,source_column,dataset,event
210.0,165.2143870147397,B,O2 conc.B [nmol/mL],dataset_II,start
211.3432835820896,164.9905570574064,B,O2 conc.B [nmol/mL],dataset_II,
212.6865671641791,164.8952773944326,B,O2 conc.B [nmol/mL],dataset_II,
214.0298507462687,164.6831035218498,B,O2 conc.B [nmol/mL],dataset_II,
215.3731343283582,164.625723811233,B,O2 conc.B [nmol/mL],dataset_II,
216.7164179104478,164.91180631755,B,O2 conc.B [nmol/mL],dataset_II,
218.0597014925373,164.7206998763665,B,O2 conc.B [nmol/mL],dataset_II,
219.4029850746269,165.3854702235024,B,O2 conc.B [nmol/mL],dataset_II,
220.7462686567164,164.6459113639927,B,O2 conc.B [nmol/mL],dataset_II,
222.089552238806,164.3650829863618,B,O2 conc.B [nmol/mL],dataset_II,
223.4328358208955,164.6551444180861,B,O2 conc.B [nmol/mL],dataset_II,
224.7761194029851,165.0132195984006,B,O2 conc.B [nmol/mL],dataset_II,
226.1194029850746,164.2904594352601,B,O2 conc.B [nmol/mL],dataset_II,
227.4626865671642,164.7988727297765,B,O2 conc.B [nmol/mL],dataset_II,
228.8059701492537,164.298672897438,B,O2 conc.B [nmol/mL],dataset_II,
230.1492537313433,164.4005038826637,B,O2 conc.B [nmol/mL],dataset_II,
231.4925373134328,164.785228483682,B,O2 conc.B [nmol/mL],dataset_II,
232.8358208955224,164.6752651912325,B,O2 conc.B [nmol/mL],dataset_II,
234.1791044776119,164.4034765057632,B,O2 conc.B [nmol/mL],dataset_II,
235.5223880597015,165.1242885580069,B,O2 conc.B [nmol/mL],dataset_II,
236.865671641791,164.625413317294,B,O2 conc.B [nmol/mL],dataset_II,
238.2089552238806,164.5996168326377,B,O2 conc.B [nmol/mL],dataset_II,
239.5522388059701,164.3560526326035,B,O2 conc.B [nmol/mL],dataset_II,
240.8955223880597,164.3954573563296,B,O2 conc.B [nmol/mL],dataset_II,
242.2388059701493,164.0536744417419,B,O2 conc.B [nmol/mL],dataset_II,
243.5820895522388,163.708196004423,B,O2 conc.B [nmol/mL],dataset_II,
244.9253731343284,163.113872182552,B,O2 conc.B [nmol/mL],dataset_II,
246.2686567164179,162.8488367119285,B,O2 conc.B [nmol/mL],dataset_II,
247.6119402985075,163.0872556036392,B,O2 conc.B [nmol/mL],dataset_II,
248.955223880597,163.7377359262118,B,O2 conc.B [nmol/mL],dataset_II,
250.2985074626866,163.075213530174,B,O2 conc.B [nmol/mL],dataset_II,
251.6417910447761,162.5731800128335,B,O2 conc.B [nmol/mL],dataset_II,
252.9850746268657,162.5209087610351,B,O2 conc.B [nmol/mL],dataset_II,
254.3283582089552,163.1349678104669,B,O2 conc.B [nmol/mL],dataset_II,
255.6716417910448,162.7869405429612,B,O2 conc.B [nmol/mL],dataset_II,
257.0149253731344,162.3807875939647,B,O2 conc.B [nmol/mL],dataset_II,
258.3582089552239,162.1341003711176,B,O2 conc.B [nmol/mL],dataset_II,
259.7014925373134,161.8922120183477,B,O2 conc.B [nmol/mL],dataset_II,
261.044776119403,161.71528145057,B,O2 conc.B [nmol/mL],dataset_II,
262.3880597014925,161.8913944263771,B,O2 conc.B [nmol/mL],dataset_II,
263.7313432835821,161.2593571323607,B,O2 conc.B [nmol/mL],dataset_II,
265.0746268656716,161.3600986794934,B,O2 conc.B [nmol/mL],dataset_II,
266.4179104477612,161.8380363168739,B,O2 conc.B [nmol/mL],dataset_II,
267.7611940298507,160.8851804228318,B,O2 conc.B [nmol/mL],dataset_II,
269.1044776119403,161.0615792105802,B,O2 conc.B [nmol/mL],dataset_II,
270.4477611940299,160.3489473627553,B,O2 conc.B [nmol/mL],dataset_II,
271.7910447761194,160.5877103016128,B,O2 conc.B [nmol/mL],dataset_II,
273.134328358209,160.5777339224886,B,O2 conc.B [nmol/mL],dataset_II,
274.4776119402985,160.783921397737,B,O2 conc.B [nmol/mL],dataset_II,
275.8208955223881,160.1243544674695,B,O2 conc.B [nmol/mL],dataset_II,
277.1641791044776,160.0505830554533,B,O2 conc.B [nmol/mL],dataset_II,
278.5074626865672,159.267171526132,B,O2 conc.B [nmol/mL],dataset_II,
279.8507462686567,159.7459740839871,B,O2 conc.B [nmol/mL],dataset_II,
281.1940298507463,160.0173191372015,B,O2 conc.B [nmol/mL],dataset_II,
282.5373134328358,158.9643605813162,B,O2 conc.B [nmol/mL],dataset_II,
283.8805970149254,159.1430389752628,B,O2 conc.B [nmol/mL],dataset_II,
285.223880597015,159.2234313523449,B,O2 conc.B [nmol/mL],dataset_II,
286.5671641791045,158.9288693586209,B,O2 conc.B [nmol/mL],dataset_II,
287.9104477611941,157.8080586546234,B,O2 conc.B [nmol/mL],dataset_II,
289.2537313432836,158.6390791236972,B,O2 conc.B [nmol/mL],dataset_II,
290.5970149253732,157.7842294482544,B,O2 conc.B [nmol/mL],dataset_II,
291.9402985074627,157.6003748138217,B,O2 conc.B [nmol/mL],dataset_II,
293.2835820895522,158.5376278837213,B,O2 conc.B [nmol/mL],dataset_II,
294.6268656716418,157.5523540640111,B,O2 conc.B [nmol/mL],dataset_II,
295.9701492537313,157.896212915469,B,O2 conc.B [nmol/mL],dataset_II,
297.3134328358209,157.0153120400674,B,O2 conc.B [nmol/mL],dataset_II,
