time_s,oxygen_nmol_ml,chamber,source_column,dataset,event
210.0,170.7465325552733,A,O2 conc.A [nmol/mL],dataset_I,start
211.1111111111111,170.6808040272863,A,O2 conc.A [nmol/mL],dataset_I,
212.2222222222222,170.8723126703256,A,O2 conc.A [nmol/mL],dataset_I,
213.3333333333333,170.736635718006,A,O2 conc.A [nmol/mL],dataset_I,
214.4444444444445,170.574525006023,A,O2 conc.A [nmol/mL],dataset_I,
215.5555555555555,170.7966980449214,A,O2 conc.A [nmol/mL],dataset_I,
216.6666666666667,171.0299772478221,A,O2 conc.A [nmol/mL],dataset_I,
217.7777777777778,170.9382408261283,A,O2 conc.A [nmol/mL],dataset_I,
218.8888888888889,170.5228379884263,A,O2 conc.A [nmol/mL],dataset_I,
220.0,170.3795146052595,A,O2 conc.A [nmol/mL],dataset_I,
221.1111111111111,170.5369282974061,A,O2 conc.A [nmol/mL],dataset_I,
222.2222222222222,170.6996957007193,A,O2 conc.A [nmol/mL],dataset_I,
223.3333333333333,170.1043386025974,A,O2 conc.A [nmol/mL],dataset_I,
224.4444444444445,170.6234374427923,A,O2 conc.A [nmol/mL],dataset_I,
225.5555555555555,170.2580895613011,A,O2 conc.A [nmol/mL],dataset_I,
226.6666666666667,170.2192856325426,A,O2 conc.A [nmol/mL],dataset_I,
227.7777777777778,170.0885560795855,A,O2 conc.A [nmol/mL],dataset_I,
228.8888888888889,169.9660247427475,A,O2 conc.A [nmol/mL],dataset_I,
230.0,169.9681853478633,A,O2 conc.A [nmol/mL],dataset_I,
231.1111111111111,169.9460333771625,A,O2 conc.A [nmol/mL],dataset_I,
232.2222222222222,169.4733903345258,A,O2 conc.A [nmol/mL],dataset_I,
233.3333333333333,169.6672574239074,A,O2 conc.A [nmol/mL],dataset_I,
234.4444444444445,168.9794601752771,A,O2 conc.A [nmol/mL],dataset_I,
235.5555555555555,169.0537536276969,A,O2 conc.A [nmol/mL],dataset_I,
236.6666666666667,169.0118609206394,A,O2 conc.A [nmol/mL],dataset_I,
237.7777777777778,168.6296136807481,A,O2 conc.A [nmol/mL],dataset_I,
238.8888888888889,168.2403530435749,A,O2 conc.A [nmol/mL],dataset_I,
240.0,168.015913779732,A,O2 conc.A [nmol/mL],dataset_I,
241.1111111111111,167.9520309274227,A,O2 conc.A [nmol/mL],dataset_I,
242.2222222222222,167.9416284142386,A,O2 conc.A [nmol/mL],dataset_I,
243.3333333333333,167.4542923384988,A,O2 conc.A [nmol/mL],dataset_I,
244.4444444444445,167.4745202433096,A,O2 conc.A [nmol/mL],dataset_I,
245.5555555555555,167.3071251421113,A,O2 conc.A [nmol/mL],dataset_I,
246.6666666666667,167.3022600479235,A,O2 conc.A [nmol/mL],dataset_I,
247.7777777777778,167.0408306897823,A,O2 conc.A [nmol/mL],dataset_I,
248.8888888888889,166.8961263437549,A,O2 conc.A [nmol/mL],dataset_I,
250.0,166.4639432745945,A,O2 conc.A [nmol/mL],dataset_I,
251.1111111111111,166.4151142787329,A,O2 conc.A [nmol/mL],dataset_I,
252.2222222222222,166.4636288139717,A,O2 conc.A [nmol/mL],dataset_I,
253.3333333333333,166.4611099904957,A,O2 conc.A [nmol/mL],dataset_I,
254.4444444444445,165.5931030766728,A,O2 conc.A [nmol/mL],dataset_I,
255.5555555555555,166.1064676609489,A,O2 conc.A [nmol/mL],dataset_I,
256.6666666666667,165.8845728330227,A,O2 conc.A [nmol/mL],dataset_I,
257.7777777777778,165.5635490873119,A,O2 conc.A [nmol/mL],dataset_I,
258.8888888888889,165.2544524049841,A,O2 conc.A [nmol/mL],dataset_I,
260.0,164.9299750541969,A,O2 conc.A [nmol/mL],dataset_I,
261.1111111111111,165.1930781893764,A,O2 conc.A [nmol/mL],dataset_I,
262.2222222222222,165.1387548594257,A,O2 conc.A [nmol/mL],dataset_I,
263.3333333333333,164.9192162602103,A,O2 conc.A [nmol/mL],dataset_I,
264.4444444444445,164.6177007470115,A,O2 conc.A [nmol/mL],dataset_I,
265.5555555555555,164.1983871722748,A,O2 conc.A [nmol/mL],dataset_I,
266.6666666666667,163.6270796760638,A,O2 conc.A [nmol/mL],dataset_I,
267.7777777777778,163.7481630658505,A,O2 conc.A [nmol/mL],dataset_I,
268.8888888888889,163.7335125982754,A,O2 conc.A [nmol/mL],dataset_I,
270.0,163.0674207644959,A,O2 conc.A [nmol/mL],dataset_I,
271.1111111111111,163.3084089119558,A,O2 conc.A [nmol/mL],dataset_I,
272.2222222222222,163.1372115876417,A,O2 conc.A [nmol/mL],dataset_I,
273.3333333333333,163.0238736124961,A,O2 conc.A [nmol/mL],dataset_I,
274.4444444444445,162.3739507078281,A,O2 conc.A [nmol/mL],dataset_I,
275.5555555555555,162.3246718250467,A,O2 conc.A [nmol/mL],dataset_I,
276.6666666666667,162.2011059253371,A,O2 conc.A [nmol/mL],dataset_I,
277.7777777777778,161.8378815297732,A,O2 conc.A [nmol/mL],dataset_I,
278.8888888888889,162.3852912461197,A,O2 conc.A [nmol/mL],dataset_I,
280.0,161.6465888653746,A,O2 conc.A [nmol/mL],dataset_I,
281.1111111111111,161.6729262260253,A,O2 conc.A [nmol/mL],dataset_I,
282.2222222222222,161.3461579539942,A,O2 conc.A [nmol/mL],dataset_I,
283.3333333333334,161.6267865822927,A,O2 conc.A [nmol/mL],dataset_I,
284.4444444444445,161.3811258821194,A,O2 conc.A [nmol/mL],dataset_I,
285.5555555555555,161.0294910643724,A,O2 conc.A [nmol/mL],dataset_I,
286.6666666666667,160.1403927123595,A,O2 conc.A [nmol/mL],dataset_I,
287.7777777777778,160.524394700475,A,O2 conc.A [nmol/mL],dataset_I,
288.8888888888889,160.5024262795271,A,O2 conc.A [nmol/mL],dataset_I,
290.0,160.4026124012503,A,O2 conc.A [nmol/mL],dataset_I,
291.1111111111111,159.8172625221037,A,O2 conc.A [nmol/mL],dataset_I,
292.2222222222222,160.2473594006375,A,O2 conc.A [nmol/mL],dataset_I,
293.3333333333334,159.2818660943609,A,O2 conc.A [nmol/mL],dataset_I,
294.4444444444445,159.2667091090032,A,O2 conc.A [nmol/mL],dataset_I,
295.5555555555555,159.4859708896122,A,O2 conc.A [nmol/mL],dataset_I,
296.6666666666667,159.0845893247117,A,O2 conc.A [nmol/mL],dataset_I,
297.7777777777778,159.3930410963843,A,O2 conc.A [nmol/mL],dataset_I,
298.8888888888889,158.7596900284204,A,O2 conc.A [nmol/mL],dataset_I,
300.0,158.3743789881377,A,O2 conc.A [nmol/mL],dataset_I,oligomycin
300.4358353510896,158.3822706479592,A,O2 conc.A [nmol/mL],dataset_I,
300.8716707021792,158.1658477280481,A,O2 conc.A [nmol/mL],dataset_I,
301.3075060532688,158.0896164727226,A,O2 conc.A [nmol/mL],dataset_I,
301.7433414043584,158.540944836351,A,O2 conc.A [nmol/mL],dataset_I,
302.1791767554479,158.5047052434832,A,O2 conc.A [nmol/mL],dataset_I,
302.6150121065375,158.659910772241,A,O2 conc.A [nmol/mL],dataset_I,
303.0508474576271,158.1248227553311,A,O2 conc.A [nmol/mL],dataset_I,
303.4866828087167,158.7131057723505,A,O2 conc.A [nmol/mL],dataset_I,
303.9225181598063,158.1964029670444,A,O2 conc.A [nmol/mL],dataset_I,
304.3583535108959,158.6393019010891,A,O2 conc.A [nmol/mL],dataset_I,
304.7941888619854,158.1149659462039,A,O2 conc.A [nmol/mL],dataset_I,
305.2300242130751,158.016759684499,A,O2 conc.A [nmol/mL],dataset_I,
305.6658595641646,158.240547348461,A,O2 conc.A [nmol/mL],dataset_I,
306.1016949152543,158.4134358322332,A,O2 conc.A [nmol/mL],dataset_I,
306.5375302663438,158.1732969708346,A,O2 conc.A [nmol/mL],dataset_I,
306.9733656174334,157.964134580008,A,O2 conc.A [nmol/mL],dataset_I,
307.409200968523,157.752684156878,A,O2 conc.A [nmol/mL],dataset_I,
307.8450363196126,157.7150813744199,A,O2 conc.A [nmol/mL],dataset_I,
308.2808716707022,158.1686044991494,A,O2 conc.A [nmol/mL],dataset_I,
308.7167070217918,158.2678344065866,A,O2 conc.A [nmol/mL],dataset_I,
309.1525423728814,157.9568048638971,A,O2 conc.A [nmol/mL],dataset_I,
309.588377723971,157.7067596651026,A,O2 conc.A [nmol/mL],dataset_I,
310.0242130750605,158.1710837877398,A,O2 conc.A [nmol/mL],dataset_I,
310.4600484261501,157.6101971352624,A,O2 conc.A [nmol/mL],dataset_I,
310.8958837772397,157.7295009677609,A,O2 conc.A [nmol/mL],dataset_I,
311.3317191283293,158.0404948242293,A,O2 conc.A [nmol/mL],dataset_I,
311.7675544794189,157.3001774354634,A,O2 conc.A [nmol/mL],dataset_I,
312.2033898305085,157.9367774970521,A,O2 conc.A [nmol/mL],dataset_I,
312.6392251815981,157.6722472580616,A,O2 conc.A [nmol/mL],dataset_I,
313.0750605326876,157.8224497622579,A,O2 conc.A [nmol/mL],dataset_I,
313.5108958837773,157.7536768270406,A,O2 conc.A [nmol/mL],dataset_I,
313.9467312348668,157.8006031779636,A,O2 conc.A [nmol/mL],dataset_I,
314.3825665859564,157.9010899336744,A,O2 conc.A [nmol/mL],dataset_I,
314.818401937046,157.5154268820384,A,O2 conc.A [nmol/mL],dataset_I,
315.2542372881356,158.0377371953027,A,O2 conc.A [nmol/mL],dataset_I,
315.6900726392252,157.8414875066577,A,O2 conc.A [nmol/mL],dataset_I,
316.1259079903148,157.848369594566,A,O2 conc.A [nmol/mL],dataset_I,
316.5617433414043,157.906124794288,A,O2 conc.A [nmol/mL],dataset_I,
316.997578692494,157.7892782247956,A,O2 conc.A [nmol/mL],dataset_I,
317.4334140435835,157.7808732097161,A,O2 conc.A [nmol/mL],dataset_I,
317.8692493946731,157.5662243128371,A,O2 conc.A [nmol/mL],dataset_I,
318.3050847457627,157.1681048182603,A,O2 conc.A [nmol/mL],dataset_I,
318.7409200968523,157.4685093767903,A,O2 conc.A [nmol/mL],dataset_I,
319.1767554479419,157.2873643625291,A,O2 conc.A [nmol/mL],dataset_I,
319.6125907990315,157.1015299511729,A,O2 conc.A [nmol/mL],dataset_I,
320.0484261501211,157.4993009617921,A,O2 conc.A [nmol/mL],dataset_I,
320.4842615012107,157.2700227711871,A,O2 conc.A [nmol/mL],dataset_I,
320.9200968523002,157.1321813960581,A,O2 conc.A [nmol/mL],dataset_I,
321.3559322033898,157.1063546067977,A,O2 conc.A [nmol/mL],dataset_I,
321.7917675544794,157.4116815179835,A,O2 conc.A [nmol/mL],dataset_I,
322.227602905569,157.4117176065307,A,O2 conc.A [nmol/mL],dataset_I,
322.6634382566586,157.6301363577576,A,O2 conc.A [nmol/mL],dataset_I,
323.0992736077482,157.2735156941138,A,O2 conc.A [nmol/mL],dataset_I,
323.5351089588378,157.5149266717831,A,O2 conc.A [nmol/mL],dataset_I,
323.9709443099273,157.5825053091692,A,O2 conc.A [nmol/mL],dataset_I,
324.406779661017,157.4969528817259,A,O2 conc.A [nmol/mL],dataset_I,
324.8426150121065,156.5955578669235,A,O2 conc.A [nmol/mL],dataset_I,
325.2784503631961,157.4715271442886,A,O2 conc.A [nmol/mL],dataset_I,
325.7142857142857,157.2267335875455,A,O2 conc.A [nmol/mL],dataset_I,
326.1501210653753,157.2252437946879,A,O2 conc.A [nmol/mL],dataset_I,
326.5859564164649,157.1895801818909,A,O2 conc.A [nmol/mL],dataset_I,
327.0217917675545,157.1699349884929,A,O2 conc.A [nmol/mL],dataset_I,
327.457627118644,157.1315716244382,A,O2 conc.A [nmol/mL],dataset_I,
327.8934624697337,156.9394621131668,A,O2 conc.A [nmol/mL],dataset_I,
328.3292978208232,156.5312539866433,A,O2 conc.A [nmol/mL],dataset_I,
328.7651331719129,156.9569065003709,A,O2 conc.A [nmol/mL],dataset_I,
